session ID,日付,スクロール率(%),現在のスクロール位置(px),ページ全体の高さ(px),ビューポートの高さ(px),動画再生時間(秒),案内が表示されたか,デバイス,セッション時間,アクション
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:45,8,1069,370,57,318.906,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3856.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:47,8,1069,370,57,320.913,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3858.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:49,8,1069,370,57,322.919,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3860.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:51,8,1069,370,57,324.927,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3862.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:53,8,1069,370,57,326.935,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3864.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:55,8,1069,370,57,328.942,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3866.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:57,8,1069,370,57,330.955,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3868.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:59,8,1069,370,57,332.957,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3870.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:01,8,1069,370,57,334.964,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3872.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:03,8,1069,370,57,336.971,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3874.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:05,8,1069,370,57,338.98,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3876.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:07,8,1069,370,57,340.736,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3878.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:09,8,1069,370,57,342.742,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3880.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:11,8,1069,370,57,344.748,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3882.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:13,8,1069,370,57,346.753,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3884.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:15,8,1069,370,57,348.761,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3886.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:17,8,1069,370,57,350.768,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3888.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:19,8,1069,370,57,352.774,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3890.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:21,8,1069,370,57,354.781,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3892.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:23,8,1069,370,57,356.787,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3894.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:25,8,1069,370,57,358.795,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3896.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:27,8,1069,370,57,360.803,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3898.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:29,8,1069,370,57,362.811,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3900.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:31,8,1069,370,57,364.819,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3902.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:33,8,1069,370,57,366.825,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3904.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:35,8,1069,370,57,368.833,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3906.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:37,8,1069,370,57,370.841,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3908.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:39,8,1069,370,57,372.849,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3910.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:41,8,1069,370,57,374.857,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3912.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:45,8,1069,370,57,378.871,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3916.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:47,8,1069,370,57,380.877,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3918.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:49,8,1069,370,57,382.883,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3920.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:51,8,1069,370,57,384.89,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3922.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:43,8,1069,370,57,376.862,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3914.518,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:53,8,1069,370,57,386.896,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3924.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:05:55,8,1069,370,57,388.903,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3926.522,normal
